NR_SEQUENCIA;DT_ATUALIZACAO;NM_USUARIO;DT_ATUALIZACAO_NREC;NM_USUARIO_NREC;CD_ESTABELECIMENTO;CD_BEM;DS_BEM;DT_AQUISICAO;DT_INICIO_USO;NR_SEQ_TIPO;NR_SEQ_LOCAL;IE_IMOBILIZADO;IE_SITUACAO;CD_CENTRO_CUSTO;CD_CONTA_CONTABIL;IE_TIPO_VALOR;TX_DEPREC;TX_FISCAL;CD_CGC;NR_NOTA_FISCAL;NR_SEQ_ADICAO;DS_SERIE;CD_PESSOA_FISICA;CD_BEM_SUPERIOR;VL_ORIGINAL;NR_SEQ_MARCA;CD_MOEDA;IE_SUBVENCAO;DT_GARANTIA;DS_OBSERVACAO;NR_SEQ_CRIT_RATEIO;CD_BEM_EXTERNO;VL_RESIDUAL;IE_PROPRIEDADE;VL_MERCADO;NR_SEQ_REGRA_CONTA;QT_TEMPO_VIDA_UTIL;DT_VALOR;VL_BASE_DEPREC;VL_CONTABIL;VL_DEPREC_ACUM;VL_DEPREC_MES;NR_APOLICE;DT_INICIO;DT_FIM;NR_SEQ_CONTRATO;CD_EMPRESA_SEGURO;DS_DESCRICAO
1788;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3543;RACK DE TI. ALTURA: 0.75. COMPRIMENTO: 0.50. COR: CINZA. ESTRUTURA EM: ACO. LARGURA: 0.40. TIPO: SUSPENSO;01/07/2024;01/07/2024;152;166;S;A;1026;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;01/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1789;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6246;ARMARIO BAIXO. ALTURA: 1.00. COMPRIMENTO: 1.20. COR: BRANCO. ESTRUTURA EM: MDF. LARGURA: 0.60. NO.PORTAS: 3. PES EM: FIXOS. TAMPO EM: GRANITO;01/07/2024;01/07/2024;152;515;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;02/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1790;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;60;CENTRIFUGA QUIMIS. COR: CINZA. ESTRUTURA EM: ACO. MARCA: QUIMIS;01/07/2024;01/07/2024;155;515;S;A;1002;210917;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;2;;03/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1791;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4496;IMPRESSORA ZEBRA. COR: BRANCO. ESTRUTURA EM: POLIPROPILENO. MARCA: ZEBRA. MODELO: GC420T;01/07/2024;01/07/2024;71;515;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;04/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1792;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4497;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 700;01/07/2024;01/07/2024;71;515;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;05/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1793;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4243;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPROPILENO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: 4 PES;01/07/2024;01/07/2024;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;06/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1794;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4252;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPROPILENO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: 4 PES;01/07/2024;01/07/2024;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;07/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1795;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4503;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPROPILENO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: 4 PES;01/07/2024;01/07/2024;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;08/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1796;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4507;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPROPILENO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: 4 PES;01/07/2024;01/07/2024;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;09/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1797;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4499;GAVETEIRO EM MDF. ALTURA: 0.65. COMPRIMENTO: 0.55. COR: BRANCO. ESTRUTURA EM: MDF. LARGURA: 0.50. NO.GAVETAS: 4. PES EM: RODIZIO;01/07/2024;01/07/2024;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;10/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1798;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4500;GAVETEIRO EM MDF. ALTURA: 0.65. COMPRIMENTO: 0.55. COR: BRANCO. ESTRUTURA EM: MDF. LARGURA: 0.50. NO.GAVETAS: 4. PES EM: RODIZIO;01/07/2024;01/07/2024;152;346;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;11/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1799;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4501;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 700;01/07/2024;01/07/2024;71;346;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;12/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1800;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4504;SCANNER HP. COR: BEGE. ESTRUTURA EM: POLIPROPILENO. MARCA: HP. MODELO: HP SCANJET G2710;01/07/2024;01/07/2024;71;346;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;13/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1801;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3606;ARMARIO ALTO. ALTURA: 2.00. COMPRIMENTO: 0.95. COR: BRANCO. ESTRUTURA EM: MDF. LARGURA: 0.40. NO.PORTAS: 2. PES EM: FIXOS;01/07/2024;01/07/2024;152;525;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;14/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1802;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4512;ARMARIO MEDIO. ALTURA: 1.60. COMPRIMENTO: 0.90. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.50. NO.PORTAS: 2. NO.PRATELEIRAS: 5. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;525;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;15/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1803;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4521;TELA DE RETRO PROJETOR SUMAY. COR: BRANCO. ESTRUTURA EM: ACO. MARCA: SUMAY;01/07/2024;01/07/2024;152;525;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;16/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1804;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4253;CADEIRA FIXA. ASSENTO EM: POLIPROPILENO. COR: BRANCO. ENCOSTO EM: POLIPROPILENO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: 4 PES;01/07/2024;01/07/2024;152;518;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;17/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1805;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6248;DVR INTELBRAS. COR: PRETO. ESTRUTURA EM: ACO. MARCA: INTELBRAS. MODELO: IP;01/07/2024;01/07/2024;71;518;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;18/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1806;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4255;GAVETEIRO EM MDF. ALTURA: 0.65. COMPRIMENTO: 0.55. COR: BRANCO. ESTRUTURA EM: MDF. LARGURA: 0.50. NO.GAVETAS: 4. PES EM: RODIZIO;01/07/2024;01/07/2024;152;518;S;A;1002;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;19/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1807;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4024;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS;01/07/2024;01/07/2024;71;518;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;20/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1808;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4250;NOBREAK SMS. COR: PRETO. ESTRUTURA EM: ACO. MARCA: SMS. MODELO: NET 4+;01/07/2024;01/07/2024;71;518;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;21/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1809;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6249;PABX INTELBRAS. MARCA: INTELBRAS. MODELO: 141;01/07/2024;01/07/2024;155;518;S;A;1002;210917;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;2;;22/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1810;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;515;RELOGIO DE PONTO DIMEP. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: DIMEP;01/07/2024;01/07/2024;155;518;S;A;1002;210917;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;2;;23/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1811;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4248;ROTEADOR UNIFI. MARCA: UNIFI. MODELO: AP AC LITE;01/07/2024;01/07/2024;71;518;S;A;1002;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;24/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1812;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4101;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.25. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.70. NO.GAVETAS: 3. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;25/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1813;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4102;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.10. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.70. NO.GAVETAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;26/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1814;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4103;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.10. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.70. NO.GAVETAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;27/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1815;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4104;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.10. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.70. NO.GAVETAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;28/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1816;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4105;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.10. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.70. NO.GAVETAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;29/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1817;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4106;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.25. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.70. NO.GAVETAS: 3. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;520;S;A;1015;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;30/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1818;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6440;MONITOR DELL. ANO FABRICACAO: 2020. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: DELL. MODELO: P2219HB. NO.SERIE: BR02DV09TVB0002J1KNUA03;01/07/2024;01/07/2024;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;31/03/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1819;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4112;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS;01/07/2024;01/07/2024;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;01/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1820;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3535;ARMARIO BAIXO. ALTURA: 0.70. COMPRIMENTO: 0.80. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.40. NO.PORTAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;02/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1821;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3775;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM: TECIDO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: CONTINUOS;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;03/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1822;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3774;GAVETEIRO EM MDF. ALTURA: 0.70. COMPRIMENTO: 0.50. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.45. NO.GAVETAS: 3. PES EM: RODIZIO;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;04/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1823;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3780;GAVETEIRO EM MDF. ALTURA: 0.75. COMPRIMENTO: 0.50. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.45. NO.GAVETAS: 4. PES EM: RODIZIO;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;05/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1824;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3538;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.60. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;06/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1825;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3539;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.60. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;07/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1826;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3540;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.60. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;08/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1827;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4067;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.60. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;09/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1828;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6671;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: BEGE. ESTRUTURA EM: ACO. LARGURA: 0.60. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;167;S;A;1018;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;10/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1829;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6634;MONITOR DELL. ANO FABRICACAO: 2020. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: DELL. MODELO: P2219HB. NO.SERIE: BR02DV09TVB000BO1OBLA12;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;11/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1830;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6672;MONITOR DELL. ANO FABRICACAO: 2020. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: DELL. MODELO: P2219HB. NO.SERIE: BR02DV09TVB000721D2UA11;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;12/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1831;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6679;MONITOR DELL. ANO FABRICACAO: 2018. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: DELL. MODELO: P2217H. NO.SERIE: BR0HJPT5TVB008252FMBA00;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;13/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1832;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6681;MONITOR DELL. ANO FABRICACAO: 2018. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: DELL. MODELO: P2217HC. NO.SERIE: BR0HJPT5TVB008252EBBA00;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;14/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1833;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6631;MONITOR SAMSUNG. ANO FABRICACAO: 2010. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: SAMSUNG. MODELO: B1930N. NO.SERIE: PU19HXOZ804491R;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;15/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1834;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6673;MONITOR SAMSUNG. ANO FABRICACAO: 2010. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: SAMSUNG. MODELO: B1930N. NO.SERIE: PU19HXOZA02828N;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;16/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1835;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6683;MONITOR SAMSUNG. ANO FABRICACAO: 2010. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MARCA: SAMSUNG. MODELO: B1930N. NO.SERIE: PU19HXOZA02603W;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;17/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1836;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3522;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 600;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;18/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1837;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3536;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;19/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1838;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3598;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 700;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;20/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1839;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6676;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS 700;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;21/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1840;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6684;NOBREAK APC. COR: PRETO. ESTRUTURA EM: ACO. MARCA: APC. MODELO: BACKUPS;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;22/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1841;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6670;NOBREAK MCM. COR: PRETO. ESTRUTURA EM: ACO. MARCA: MCM. MODELO: UPS 600 ONE;01/07/2024;01/07/2024;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;23/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1842;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4520;BATERIA. COR: PRETO. ESTRUTURA EM: ACO. TIPO: PARA CAMERAS;01/07/2024;01/07/2024;155;517;S;A;1003;210917;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;2;;24/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1843;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6239;DVR INTELBRAS. COR: PRETO. ESTRUTURA EM: ACO. MARCA: INTELBRAS. MODELO: IP;01/07/2024;01/07/2024;71;517;S;A;1003;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;25/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1844;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4519;DVR PROJECT SYSTEM. COR: PRETO. ESTRUTURA EM: ACO. MARCA: PROJECT SYSTEM;01/07/2024;01/07/2024;71;517;S;A;1003;220316;O;20,0000;20,0000;;;;;;;0,00;;1;;;;;;;;;8;;26/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1845;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6238;PABX INTELBRAS. MARCA: INTELBRAS. MODELO: CONECTA KDNPX;01/07/2024;01/07/2024;155;517;S;A;1003;210917;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;2;;27/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1846;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;4062;ARMARIO BAIXO. ALTURA: 0.75. COMPRIMENTO: 0.90. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.50. NO.PORTAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;202;S;A;1001;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;28/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1847;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3939;ARMARIO MEDIO. ALTURA: 1.65. COMPRIMENTO: 0.90. COR: BEGE. ESTRUTURA EM: MDF. LARGURA: 0.45. NO.PORTAS: 2. PES EM: FIXOS. TAMPO EM: MDF;01/07/2024;01/07/2024;152;202;S;A;1001;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;29/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
1848;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;3954;CADEIRA FIXA. ASSENTO EM: COURINO. COR: PRETO. ENCOSTO EM: COURINO. ESTRUTURA EM: ACO. PES EM: FIXOS. TIPO: CONTINUOS;01/07/2024;01/07/2024;152;202;S;A;1001;220317;O;10,0000;10,0000;;;;;;;0,00;;1;;;;;;;;;9;;30/04/2026;0,0000;0,0000;0,0000;0,0000;;;;;;BEM
