NR_SEQUENCIA;DT_ATUALIZACAO;NM_USUARIO;DT_ATUALIZACAO_NREC;NM_USUARIO_NREC;CD_ESTABELECIMENTO;CD_BEM;DS_BEM;DT_AQUISICAO;DT_INICIO_USO;NR_SEQ_TIPO;NR_SEQ_LOCAL;IE_IMOBILIZADO;IE_SITUACAO;CD_CENTRO_CUSTO;CD_CONTA_CONTABIL;IE_TIPO_VALOR;TX_DEPREC;TX_FISCAL;CD_CGC;NR_NOTA_FISCAL;NR_SEQ_ADICAO;DS_SERIE;CD_PESSOA_FISICA;CD_BEM_SUPERIOR;VL_ORIGINAL;NR_SEQ_MARCA;CD_MOEDA;IE_SUBVENCAO;DT_GARANTIA;DS_OBSERVACAO;NR_SEQ_CRIT_RATEIO;CD_BEM_EXTERNO;VL_RESIDUAL;IE_PROPRIEDADE;VL_MERCADO;NR_SEQ_REGRA_CONTA;QT_TEMPO_VIDA_UTIL;DT_VALOR;VL_BASE_DEPREC;VL_CONTABIL;VL_DEPREC_ACUM;VL_DEPREC_MES;NR_APOLICE;DT_INICIO;DT_FIM;NR_SEQ_CONTRATO;CD_EMPRESA_SEGURO;DS_DESCRICAO
980;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5832;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 3401. NO.SERIE: 8ZN15L3;14/01/2022;14/01/2022;71;380;S;A;1036;220316;O;20,0000;20,0000;;;;;;;11841.78;;1;;;;;;;;;8;;30/06/2024;4700.57;2438.87;2261.7;22.69;;;;;;BEM
981;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;910619;IMPLANTACAO SISTEMA EPA;31/12/2021;31/12/2021;147;380;S;A;1036;214841;O;20,0000;20,0000;;;;;;;1107.03;;1;;;;;;;;;13;;30/06/2024;11841.78;6010.1;5831.68;101.87;;;;;;BEM
982;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6508;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;19/01/2022;19/01/2022;71;405;S;A;1024;220316;O;20,0000;20,0000;;;;;;;4387.18;;1;;;;;;;;;8;;30/06/2024;1107.03;577.32;529.71;5.37;;;;;;BEM
983;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5841;NOTEBOOK;31/01/2022;31/01/2022;71;512;S;A;1008;220316;O;20,0000;20,0000;;;;;;;2928.79;;1;;;;;;;;;8;;30/06/2024;4387.18;2316.01;2071.17;21.45;;;;;;BEM
984;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5851;SERVICO DE MARCENEIRO PRODUCAO;18/02/2022;18/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;1091.08;;1;;;;;;;;;9;;30/06/2024;2928.79;2246.8;681.99;13.33;;;;;;BEM
985;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6542;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
986;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6509;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;405;S;A;1024;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
987;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6512;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;405;S;A;1024;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
988;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5855;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;162;S;A;1030;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
989;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6731;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
990;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6729;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
991;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6722;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
992;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6721;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
993;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6689;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;407;S;A;1025;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.3;500.78;5.43;;;;;;BEM
994;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6685;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;1091.08;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
995;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5853;MONITOR DELL. ANO FABRICACAO: 2021. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;23/02/2022;23/02/2022;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;4937.25;;1;;;;;;;;;8;;30/06/2024;1091.08;590.89;500.19;5.43;;;;;;BEM
996;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5858;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: HBGSVM;28/02/2022;28/02/2022;71;167;S;A;1018;220316;O;20,0000;20,0000;;;;;;;474.59;;1;;;;;;;;;8;;30/06/2024;4937.25;2687.8;2249.45;24.68;;;;;;BEM
997;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5886;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
998;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5887;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
999;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5888;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1000;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5889;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;420;S;A;1016;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1001;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5890;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1002;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5891;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1003;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5892;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1004;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5893;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;474.59;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1005;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5894;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;28/02/2022;28/02/2022;152;380;S;A;1036;220317;O;10,0000;10,0000;;;;;;;1100,00;;1;;;;;;;;;9;;30/06/2024;474.59;365.64;108.95;2.16;;;;;;BEM
1006;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5896;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/03/2022;31/03/2022;152;188;S;A;1037;220317;O;10,0000;10,0000;;;;;;;1100,00;;1;;;;;;;;;9;;30/06/2024;1100,0000;856.24;243.76;5.04;;;;;;BEM
1007;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5897;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/03/2022;31/03/2022;152;188;S;A;1037;220317;O;10,0000;10,0000;;;;;;;350,00;;1;;;;;;;;;9;;30/06/2024;1100,0000;856.24;243.76;5.04;;;;;;BEM
1008;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5898;CADEIRA FIXA. ASSENTO EM: COURINO. COR: PRETO. ENCOSTO EM: COURINO. ESTRUTURA EM;31/03/2022;31/03/2022;152;188;S;A;1037;220317;O;10,0000;10,0000;;;;;;;350,00;;1;;;;;;;;;9;;30/06/2024;350,0000;272.39;77.61;1.6;;;;;;BEM
1009;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5899;CADEIRA FIXA. ASSENTO EM: COURINO. COR: PRETO. ENCOSTO EM: COURINO. ESTRUTURA EM;31/03/2022;31/03/2022;152;188;S;A;1037;220317;O;10,0000;10,0000;;;;;;;1100,00;;1;;;;;;;;;9;;30/06/2024;350,0000;272.39;77.61;1.6;;;;;;BEM
1010;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5900;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.25. COR: BEGE. ESTRUTURA EM: ACO. LARG;31/03/2022;31/03/2022;152;188;S;A;1037;220317;O;10,0000;10,0000;;;;;;;4689,00;;1;;;;;;;;;9;;30/06/2024;1100,0000;856.24;243.76;5.04;;;;;;BEM
1011;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5904;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: CR5FRM;18/04/2022;18/04/2022;71;188;S;A;1037;220316;O;20,0000;20,0000;;;;;;;3649,00;;1;;;;;;;;;8;;30/06/2024;4689,0000;2677.16;2011.84;24.22;;;;;;BEM
1012;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5905;"NOTEBOOK VOSTRO 14"". CORE I3 8ª GER.. 8GB RAM. 128 GB SSD.  3 ANO GARANTIA";18/04/2022;18/04/2022;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;33840,00;;1;;;;;;;;;8;;30/06/2024;3649,0000;2083.3;1565.7;18.85;;;;;;BEM
1013;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;999070;CONTAINER 2.592.456.10 C AR CONDICIONADO;09/05/2022;01/01/2024;78;167;S;A;1018;210916;O;0,0000;0,0000;;;;;;;36047.05;;1;;;;;;;;;39;;30/06/2024;33840,0000;32159.75;1680.25;270.25;;;;;;BEM
1014;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5908;ROTEADOR FORTINET. MARCA: FORTINET. MODELO: FORTIGATE 200F;10/05/2022;10/05/2022;71;420;S;A;1016;220316;O;20,0000;20,0000;;;;;;;1400,00;;1;;;;;;;;;8;;30/06/2024;36047.05;21013.1;15033.95;188.87;;;;;;BEM
1015;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6484;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;18/05/2022;18/05/2022;71;504;S;A;1029;220316;O;20,0000;20,0000;;;;;;;1200,00;;1;;;;;;;;;8;;30/06/2024;1400,0000;822.18;577.82;7.37;;;;;;BEM
1016;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5929;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;1200,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;1143.36;56.64;5.99;;;;;;BEM
1017;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5932;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;1200,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;1143.36;56.64;5.99;;;;;;BEM
1018;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5927;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;1200,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;1143.36;56.64;5.99;;;;;;BEM
1019;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5931;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;1200,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;1143.36;56.64;5.99;;;;;;BEM
1020;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5930;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;1200,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;1143.36;56.64;5.99;;;;;;BEM
1021;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5928;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;700,00;;1;;;;;;;;;9;;30/06/2024;1200,0000;1143.36;56.64;5.99;;;;;;BEM
1022;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5926;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;31/05/2022;01/01/2024;152;164;S;A;1026;220317;O;10,0000;10,0000;;;;;;;500,00;;1;;;;;;;;;9;;30/06/2024;700,0000;666.97;33.03;3.49;;;;;;BEM
1023;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5923;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;500,00;;1;;;;;;;;;9;;30/06/2024;500,0000;476.4;23.6;2.49;;;;;;BEM
1024;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5925;MESA EM MDF. ALTURA: 0.75. COMPRIMENTO: 1.20. COR: CINZA. ESTRUTURA EM: ACO. LAR;31/05/2022;01/01/2024;152;366;S;A;1042;220317;O;10,0000;10,0000;;;;;;;500,00;;1;;;;;;;;;9;;30/06/2024;500,0000;476.4;23.6;2.49;;;;;;BEM
1025;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5924;MESA DE TRABALHO 1.20 X 0.60  CINZA;31/05/2022;01/01/2024;152;187;S;A;1042;220317;O;10,0000;10,0000;;;;;;;500,00;;1;;;;;;;;;9;;30/06/2024;500,0000;476.4;23.6;2.49;;;;;;BEM
1026;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5922;MESA DE TRABALHO 1.20 X 0.60  CINZA;31/05/2022;01/01/2024;152;187;S;A;1042;220317;O;10,0000;10,0000;;;;;;;10161,00;;1;;;;;;;;;9;;30/06/2024;500,0000;476.4;23.6;2.49;;;;;;BEM
1027;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5793;IMPRESSORA ENTRUST. COR: CINZA. ESTRUTURA EM: POLIPROPILENO. MARCA: ENTRUST. TIP;31/05/2022;31/05/2022;71;165;S;A;1034;220316;O;20,0000;20,0000;;;;;;;160,00;;1;;;;;;;;;8;;30/06/2024;10161,0000;6037.23;4123.77;53.91;;;;;;BEM
1028;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;57861;KIT TECLADO E MOUSE COM FIO;09/06/2022;09/06/2022;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;4640,00;;1;;;;;;;;;8;;30/06/2024;160,0000;95.78;64.22;0.85;;;;;;BEM
1029;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;57862;COMPUTADOR MICRO. CORE I5. 8GB RAM. 256 GB SSD. 1 ANO GARANTIA;09/06/2022;09/06/2022;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;4399,00;;1;;;;;;;;;8;;30/06/2024;4640,0000;2779.93;1860.07;24.77;;;;;;BEM
1030;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5916;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: 2GPC6Q;30/06/2022;30/06/2022;71;520;S;A;1015;220316;O;20,0000;20,0000;;;;;;;1225,00;;1;;;;;;;;;8;;30/06/2024;4399,0000;2686.42;1712.58;23.78;;;;;;BEM
1031;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5911;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;30/06/2022;30/06/2022;152;504;S;A;1029;220317;O;10,0000;10,0000;;;;;;;1225,00;;1;;;;;;;;;9;;30/06/2024;1225,0000;984.15;240.85;5.69;;;;;;BEM
1032;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5912;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;30/06/2022;30/06/2022;152;504;S;A;1029;220317;O;10,0000;10,0000;;;;;;;1225,00;;1;;;;;;;;;9;;30/06/2024;1225,0000;984.14;240.86;5.69;;;;;;BEM
1033;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5913;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;30/06/2022;30/06/2022;152;400;S;A;1019;220317;O;10,0000;10,0000;;;;;;;1225,00;;1;;;;;;;;;9;;30/06/2024;1225,0000;984.14;240.86;5.69;;;;;;BEM
1034;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5914;CADEIRA GIRATORIA. ASSENTO EM: COURINO. BRACOS EM: COM. COR: PRETO. ENCOSTO EM:;30/06/2022;30/06/2022;152;504;S;A;1029;220317;O;10,0000;10,0000;;;;;;;1249,00;;1;;;;;;;;;9;;30/06/2024;1225,0000;984.14;240.86;5.69;;;;;;BEM
1035;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6739;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;30/06/2022;30/06/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;1249,00;;1;;;;;;;;;8;;30/06/2024;1249,0000;762.7;486.3;6.75;;;;;;BEM
1036;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6741;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;30/06/2022;30/06/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;1249,00;;1;;;;;;;;;8;;30/06/2024;1249,0000;762.7;486.3;6.75;;;;;;BEM
1037;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6753;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;30/06/2022;30/06/2022;71;399;S;A;1032;220316;O;20,0000;20,0000;;;;;;;4399,00;;1;;;;;;;;;8;;30/06/2024;1249,0000;762.7;486.3;6.75;;;;;;BEM
1038;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5938;NOTEBOOK DELL. COR: PRETO. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: CKPT3Q;06/07/2022;06/07/2022;71;504;S;A;1029;220316;O;20,0000;20,0000;;;;;;;4174,00;;1;;;;;;;;;8;;30/06/2024;4399,0000;2700.61;1698.39;23.86;;;;;;BEM
1039;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5802;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;30/07/2022;30/07/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;4174,00;;1;;;;;;;;;8;;30/06/2024;4174,0000;2616.01;1557.99;22.96;;;;;;BEM
1040;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5803;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;30/07/2022;30/07/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;4174,00;;1;;;;;;;;;8;;30/06/2024;4174,0000;2616.01;1557.99;22.96;;;;;;BEM
1041;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5800;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;30/07/2022;30/07/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;4399,00;;1;;;;;;;;;8;;30/06/2024;4174,0000;2616.01;1557.99;22.96;;;;;;BEM
1042;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5799;NOTEBOOK DELL VOSTRO 3510;30/07/2022;01/01/2024;71;187;S;A;1042;220316;O;20,0000;20,0000;;;;;;;4399,00;;1;;;;;;;;;8;;30/06/2024;4399,0000;3997.16;401.84;30.51;;;;;;BEM
1043;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5801;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO 15 3510. NO.SERIE: JGQWZQ;30/07/2022;01/01/2024;71;366;S;A;1042;220316;O;20,0000;20,0000;;;;;;;3745.45;;1;;;;;;;;;8;;30/06/2024;4399,0000;3997.16;401.84;30.51;;;;;;BEM
1044;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5937;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;30/07/2022;30/07/2022;71;400;S;A;1019;220316;O;20,0000;20,0000;;;;;;;7085.04;;1;;;;;;;;;8;;30/06/2024;3745.45;2347.58;1397.87;20.6;;;;;;BEM
1045;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5815;NOTEBOOK DELL. COR: CINZA. MARCA: DELL. MODELO: VOSTRO P106F. NO.SERIE: 2LRMTN3;30/07/2022;30/07/2022;71;182;S;A;1014;220316;O;20,0000;20,0000;;;;;;;4174,00;;1;;;;;;;;;8;;30/06/2024;7085.04;4440.69;2644.35;38.97;;;;;;BEM
1046;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5812;CPU DELL. COR: PRETO. ESTRUTURA EM: ACO. MARCA: DELL. MODELO: OPTIPLEX 3090;30/07/2022;30/07/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;1075,00;;1;;;;;;;;;8;;30/06/2024;4174,0000;2616.01;1557.99;22.96;;;;;;BEM
1047;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5971;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;15/08/2022;01/01/2024;71;366;S;A;1042;220316;O;20,0000;20,0000;;;;;;;1075,00;;1;;;;;;;;;8;;30/06/2024;1075,0000;976.78;98.22;7.46;;;;;;BEM
1048;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;5972;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;15/08/2022;01/01/2024;71;366;S;A;1042;220316;O;20,0000;20,0000;;;;;;;1075,00;;1;;;;;;;;;8;;30/06/2024;1075,0000;976.78;98.22;7.46;;;;;;BEM
1049;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6465;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;15/08/2022;15/08/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;1075,00;;1;;;;;;;;;8;;30/06/2024;1075,0000;682.89;392.11;5.96;;;;;;BEM
1050;05/09/2024;wbarbosa;05/09/2024;wbarbosa;4;6489;MONITOR DELL. ANO FABRICACAO: 2022. COR: PRETO. ESTRUTURA EM: POLIPROPILENO. MAR;15/08/2022;15/08/2022;71;310;S;A;1020;220316;O;20,0000;20,0000;;;;;;;1075,00;;1;;;;;;;;;8;;30/06/2024;1075,0000;682.89;392.11;5.96;;;;;;BEM
